university_id,ielts_score,gre_score,toefl_score,technical_papers_count,total_work_experience_in_months,application_status
2611,,316.0,108.0,0,0,7
2611,,312.0,103.0,1,9,7
2611,7.5,325.0,,1,2,7
2611,,311.0,91.0,0,109,7
2632,7.5,311.0,,0,0,7
2632,,308.0,97.0,0,105,6
2632,,320.0,110.0,0,1,7
2632,6.5,295.0,,0,58,6
2632,7.5,306.0,,0,91,6
2632,,307.0,107.0,0,0,7
2632,,315.0,98.0,1,91,6
2632,,310.0,110.0,0,94,6
2632,,330.0,108.0,0,0,7
2632,,293.0,92.0,0,0,7
2632,7.5,308.0,,1,124,6
2632,,319.0,109.0,0,0,6
2632,,319.0,118.0,0,0,7
2632,,292.0,75.0,0,0,6
821,,300.0,100.0,0,19,7
821,,330.0,112.0,0,27,7
821,,326.0,108.0,0,38,7
821,7.0,296.0,,1,8,7
821,8.0,312.0,,1,0,6
821,8.0,305.0,,0,5,7
821,9.0,340.0,,0,0,7
821,,316.0,109.0,2,46,6
821,8.0,307.0,,1,14,7
821,,314.0,102.0,1,95,7
821,,284.0,94.0,1,23,6
821,8.0,308.0,,0,3,6
821,7.5,302.0,109.0,0,32,6
821,7.0,310.0,,0,0,7
821,8.0,323.0,,0,31,7
821,,308.0,94.0,0,0,6
821,,318.0,100.0,0,103,7
821,,326.0,85.0,0,0,6
821,,315.0,0.0,0,0,6
821,7.5,309.0,,0,58,6
821,,303.0,95.0,0,0,7
821,7.0,326.0,95.0,1,0,6
821,8.0,326.0,,0,0,7
821,1.0,260.0,,0,0,6
821,7.5,308.0,,0,30,7
821,7.0,298.0,,0,19,6
821,,330.0,100.0,0,38,7
821,8.0,303.0,,0,0,6
821,7.5,310.0,,1,41,7
821,,323.0,111.0,0,0,7
821,,326.0,115.0,0,0,6
821,,321.0,108.0,0,0,7
821,,291.0,101.0,0,45,6
821,7.0,320.0,,0,40,7
821,7.5,319.0,,2,61,7
734,,314.0,102.0,0,69,6
734,,308.0,105.0,1,32,7
734,7.0,309.0,,0,43,7
734,,319.0,105.0,0,32,7
734,8.0,326.0,,1,47,7
734,,316.0,102.0,0,42,6
734,8.0,316.0,,0,43,7
734,,305.0,92.0,1,39,7
734,8.0,322.0,,0,45,6
734,,328.0,110.0,0,80,7
734,,319.0,112.0,1,2,7
734,8.0,316.0,,1,8,7
734,7.0,309.0,,1,16,7
734,,290.0,90.0,1,162,7
734,8.0,318.0,,1,30,7
734,7.5,313.0,97.0,0,30,7
734,7.0,317.0,,0,82,7
734,,310.0,104.0,2,45,7
734,,330.0,108.0,0,220,6
734,,317.0,95.0,1,65,7
734,,314.0,103.0,0,3,7
734,,318.0,106.0,0,0,7
734,7.5,309.0,,0,7,7
734,7.5,306.0,,0,48,7
734,8.0,329.0,,2,50,7
734,,311.0,94.0,0,44,7
734,,301.0,101.0,2,3,6
734,6.0,325.0,,0,43,6
734,,313.0,113.0,2,88,7
734,,326.0,106.0,2,49,7
734,7.5,330.0,,0,0,7
734,,321.0,118.0,0,47,6
734,,325.0,115.0,0,0,7
734,8.5,326.0,,0,0,6
734,7.5,309.0,,1,102,6
734,,315.0,104.0,1,2,7
734,,295.0,97.0,1,90,6
734,,297.0,106.0,0,110,7
734,,322.0,116.0,0,4,7
734,,300.0,102.0,0,44,7
734,,311.0,103.0,0,39,7
734,,301.0,103.0,0,61,7
734,,300.0,94.0,0,62,6
734,,300.0,112.0,0,32,6
734,,313.0,115.0,1,87,6
734,,300.0,96.0,1,56,6
734,,318.0,101.0,0,17,7
734,,323.0,93.0,0,51,6
734,,318.0,105.0,1,27,7
734,,321.0,103.0,1,6,7
734,,326.0,109.0,0,74,7
734,,323.0,111.0,0,0,7
734,8.0,320.0,,2,7,6
734,,311.0,112.0,0,0,7
734,,310.0,106.0,0,81,6
734,,324.0,111.0,2,37,7
734,,310.0,107.0,1,146,6
734,,312.0,107.0,0,0,7
734,,301.0,98.0,0,39,6
734,,304.0,89.0,0,2,6
734,,314.0,104.0,0,55,7
734,7.5,310.0,,0,0,6
734,8.0,313.0,,1,64,6
734,7.0,296.0,,2,82,6
734,7.5,314.0,,1,55,7
734,7.0,321.0,,0,72,6
734,,310.0,99.0,0,1,7
734,,305.0,91.0,0,0,7
734,6.0,280.0,,1,15,7
734,7.5,311.0,,0,68,6
734,7.5,320.0,,0,2,6
734,,333.0,116.0,0,0,7
734,,320.0,108.0,0,83,7
734,,314.0,97.0,0,118,7
734,7.5,312.0,103.0,1,7,7
734,8.0,316.0,,0,43,7
734,8.0,318.0,,1,30,7
734,8.0,326.0,,1,47,7
734,,310.0,95.0,1,45,7
734,,319.0,105.0,0,32,7
734,,325.0,93.0,0,38,6
734,8.0,302.0,,0,0,7
734,,295.0,97.0,1,90,6
734,,319.0,103.0,1,39,7
734,,300.0,102.0,0,44,7
734,,301.0,103.0,0,61,7
734,8.0,316.0,,1,8,7
734,,312.0,101.0,0,0,7
734,7.5,321.0,,0,76,7
734,,298.0,87.0,1,45,6
734,,318.0,101.0,0,17,7
734,,323.0,111.0,0,0,7
734,,318.0,105.0,1,27,7
734,,310.0,107.0,1,146,6
734,8.0,320.0,,2,7,6
734,,320.0,111.0,0,75,7
734,,311.0,105.0,0,90,6
734,,316.0,90.0,1,42,6
734,,324.0,111.0,2,37,7
734,7.0,321.0,,0,72,6
734,8.0,313.0,,1,64,6
734,,312.0,107.0,0,0,7
734,7.5,314.0,,1,55,7
734,,305.0,91.0,0,0,7
734,7.5,310.0,,1,6,6
734,,318.0,107.0,0,0,7
734,,289.0,94.0,0,40,6
734,,320.0,110.0,1,0,7
734,7.0,323.0,,0,34,6
734,7.0,305.0,,0,52,6
734,8.5,328.0,,0,45,6
734,,304.0,101.0,0,5,7
734,,320.0,108.0,0,24,7
734,7.5,315.0,,1,0,7
734,,313.0,109.0,0,0,7
734,,320.0,97.0,0,31,7
734,,326.0,113.0,0,19,7
734,7.0,330.0,104.0,1,7,7
734,,308.0,83.0,0,0,7
734,,314.0,95.0,0,41,7
734,7.5,294.0,,0,23,7
734,6.5,316.0,,1,32,7
734,8.0,327.0,,1,2,7
734,8.0,316.0,,0,30,7
734,,315.0,91.0,4,-41,7
734,,307.0,94.0,0,21,7
734,8.0,320.0,,1,77,7
734,7.0,326.0,,0,1,7
734,8.0,322.0,,0,31,7
734,8.0,301.0,,1,36,7
734,,317.0,106.0,1,20,7
734,8.0,325.0,,0,0,7
734,7.0,305.0,,1,22,7
734,,307.0,98.0,0,6,7
734,,319.0,98.0,1,12,7
734,8.5,320.0,,0,57,7
734,,260.0,4.0,0,0,7
734,,306.0,107.0,0,23,7
734,8.0,313.0,,1,35,7
734,,307.0,98.0,0,37,7
734,7.0,302.0,,3,30,7
734,,305.0,97.0,0,32,7
734,7.5,320.0,,0,131,7
734,8.0,300.0,,0,1,7
734,8.0,308.0,115.0,1,5,7
734,,322.0,107.0,0,37,7
734,,318.0,105.0,1,31,7
734,7.5,320.0,,1,0,7
734,,315.0,100.0,0,24,7
734,8.0,328.0,112.0,0,31,7
734,8.0,325.0,,0,44,7
734,1.0,320.0,104.0,2,55,7
734,7.5,317.0,,1,0,7
734,6.5,260.0,,0,27,7
734,,321.0,109.0,0,44,7
734,,320.0,108.0,1,0,7
734,7.5,314.0,99.0,2,35,7
734,6.5,327.0,,2,0,7
734,7.5,310.0,,0,45,7
734,,310.0,100.0,1,55,7
734,7.5,309.0,,2,32,7
734,8.0,322.0,,1,19,7
734,8.0,316.0,,2,21,7
734,6.5,308.0,,0,27,7
734,7.0,323.0,,0,6,7
734,7.0,327.0,97.0,0,3,7
734,7.5,321.0,,0,17,7
734,,314.0,113.0,0,25,7
734,6.5,315.0,,0,0,7
734,,307.0,103.0,0,6,7
734,8.0,305.0,,1,27,7
734,,311.0,103.0,1,31,7
734,8.0,321.0,,0,106,7
734,,316.0,107.0,0,31,7
734,8.0,322.0,,0,32,7
734,,322.0,107.0,0,63,6
734,7.5,306.0,,1,9,7
734,8.0,319.0,,0,2,7
734,7.5,311.0,,0,0,7
734,8.0,320.0,,1,57,7
734,,325.0,100.0,0,91,7
734,,310.0,111.0,0,0,7
734,,315.0,113.0,2,48,7
734,,311.0,97.0,1,2,7
734,7.0,300.0,,0,17,7
734,,316.0,112.0,0,38,7
734,,320.0,98.0,0,45,7
734,7.0,321.0,104.0,4,46,7
734,8.0,309.0,,0,20,7
734,1.0,322.0,107.0,0,24,7
734,8.0,313.0,,1,0,7
734,7.0,320.0,95.0,0,128,6
734,7.0,326.0,,0,18,6
734,6.5,300.0,,1,2,7
734,,305.0,91.0,0,43,7
734,,308.0,105.0,1,32,7
734,8.0,324.0,,0,41,7
734,,325.0,110.0,3,41,7
734,,297.0,93.0,0,63,6
734,7.5,322.0,,0,31,7
734,7.0,315.0,95.0,0,43,6
734,,310.0,95.0,1,45,7
734,,326.0,108.0,0,38,7
734,,309.0,99.0,2,32,6
734,,320.0,104.0,3,55,7
734,,299.0,100.0,1,32,7
734,7.0,326.0,87.0,1,32,6
734,,318.0,103.0,2,16,7
734,7.0,329.0,,1,0,7
734,,307.0,105.0,0,38,7
734,,260.0,96.0,1,31,6
734,8.0,312.0,109.0,0,32,6
734,7.5,309.0,,0,0,6
734,7.0,309.0,,0,43,7
734,,314.0,102.0,0,69,6
734,,318.0,108.0,0,32,7
734,7.0,314.0,,0,55,7
734,7.0,316.0,,0,196,6
734,7.0,309.0,91.0,0,38,7
734,,318.0,103.0,1,22,7
734,7.5,315.0,,0,33,7
734,6.0,326.0,,0,37,7
734,,315.0,108.0,1,32,7
734,,315.0,101.0,0,38,7
734,8.0,320.0,,0,44,7
734,7.5,330.0,,0,21,6
734,7.5,316.0,,0,0,7
734,,331.0,108.0,1,45,7
734,7.0,312.0,,0,46,7
734,,328.0,114.0,0,2,7
734,8.0,330.0,,1,37,7
734,,309.0,114.0,1,34,7
734,7.0,315.0,102.0,0,33,7
734,7.5,319.0,,0,0,7
734,8.0,312.0,,0,43,7
734,,305.0,101.0,1,39,7
734,8.0,315.0,,1,46,7
734,,306.0,101.0,1,48,7
734,7.0,300.0,,0,43,7
734,8.0,302.0,,0,0,7
734,8.0,316.0,,0,43,7
734,,323.0,109.0,0,32,7
734,,317.0,105.0,1,1,7
734,8.0,325.0,113.0,1,48,7
1813,,310.0,96.0,3,50,6
1813,7.0,288.0,,1,6,6
1813,,260.0,101.0,1,32,6
1813,,310.0,98.0,1,34,6
1813,8.0,298.0,,0,44,6
1813,,302.0,99.0,0,45,6
1813,6.5,299.0,,0,0,6
1813,8.0,297.0,,1,4,6
1813,7.0,299.0,,1,31,6
1813,,309.0,106.0,1,41,6
1813,,301.0,91.0,0,57,6
1813,,260.0,101.0,1,32,6
1813,8.0,313.0,,0,23,6
1813,7.0,306.0,,0,86,6
1813,7.0,326.0,,0,4,6
1813,7.5,314.0,,0,44,6
1813,,302.0,107.0,0,34,6
1813,,313.0,91.0,0,4,6
1813,7.0,313.0,96.0,0,82,6
1813,,310.0,99.0,0,6,6
1813,,306.0,92.0,0,66,6
1813,,320.0,0.0,0,0,6
1813,,310.0,96.0,3,50,6
1813,,310.0,98.0,1,34,6
1813,,318.0,109.0,1,32,6
1813,,313.0,99.0,0,22,6
1813,,303.0,95.0,0,54,6
1813,,294.0,97.0,2,61,6
1813,7.5,316.0,,0,0,6
1813,,320.0,112.0,1,67,6
1813,8.0,315.0,105.0,0,53,6
1813,,317.0,103.0,1,48,6
1813,7.0,292.0,,0,49,6
1813,7.0,301.0,97.0,2,60,6
1813,7.5,320.0,,3,69,6
1813,,310.0,100.0,1,117,6
1813,7.5,332.0,,0,47,6
1813,8.0,313.0,95.0,0,0,7
1813,,287.0,82.0,0,0,6
1813,,313.0,100.0,0,67,6
1813,8.0,312.0,,2,47,6
1813,7.0,306.0,,0,0,7
1813,,300.0,80.0,0,0,6
1813,,324.0,99.0,1,32,6
1813,8.0,310.0,,0,71,6
1813,,298.0,86.0,0,106,6
1813,,315.0,102.0,1,6,6
1813,8.0,322.0,,1,5,7
1813,,260.0,94.0,3,38,6
1813,7.5,260.0,,0,31,6
1813,8.0,312.0,,0,33,6
1813,8.0,293.0,,0,9,6
1813,,332.0,109.0,0,0,6
1813,,305.0,103.0,0,0,6
1813,7.0,283.0,,2,5,6
1813,7.5,311.0,98.0,3,55,6
1813,7.0,320.0,,0,0,6
1813,7.0,288.0,,0,135,6
1813,,333.0,115.0,0,0,7
1813,7.5,312.0,,1,45,7
1813,1.0,260.0,,0,0,6
1813,,326.0,0.0,0,0,6
1813,7.0,304.0,,0,69,7
1813,,316.0,108.0,0,0,6
1813,7.5,322.0,,1,0,7
1813,,315.0,104.0,0,42,6
1813,,313.0,79.0,0,0,6
1813,,313.0,79.0,0,0,6
1813,7.5,260.0,,1,74,7
1813,6.5,320.0,,0,84,6
1813,6.5,315.0,,0,0,7
1813,7.0,304.0,,1,4,6
1813,,316.0,105.0,0,34,6
1813,7.0,285.0,,0,50,6
1813,8.5,321.0,,0,0,6
1813,,330.0,111.0,0,62,7
1813,,293.0,96.0,0,9,6
1813,7.0,300.0,,1,79,6
1813,8.0,313.0,,0,13,6
1813,8.0,305.0,,1,54,6
1813,7.5,285.0,,0,41,6
1813,,322.0,93.0,1,43,7
1813,8.0,301.0,,1,70,6
1813,,296.0,80.0,0,80,6
1813,7.0,307.0,,0,50,6
1813,,316.0,86.0,0,0,6
1813,8.0,323.0,,0,0,7
1813,8.0,317.0,,0,53,6
1813,7.0,309.0,,1,71,6
1813,7.0,321.0,,1,70,6
1813,7.5,290.0,,0,55,6
1813,7.5,321.0,,1,38,6
1813,,324.0,115.0,3,0,7
1813,,307.0,98.0,0,0,6
1813,,308.0,96.0,0,44,6
1813,7.5,304.0,,0,2,6
1813,,313.0,112.0,0,0,6
1813,,323.0,106.0,0,0,7
1813,7.5,298.0,,0,0,6
1813,,308.0,102.0,0,0,6
1813,,313.0,111.0,0,0,6
1813,,321.0,108.0,0,0,7
1813,,307.0,105.0,1,57,6
1813,,311.0,106.0,0,0,7
1813,,317.0,103.0,0,118,7
1813,,310.0,105.0,1,57,7
1813,,309.0,99.0,0,100,7
1813,,314.0,100.0,0,88,6
1813,,313.0,101.0,0,48,6
1813,7.0,306.0,,0,89,7
1813,,321.0,110.0,0,69,6
1813,7.0,303.0,,0,0,7
1813,,320.0,112.0,0,0,7
1813,,307.0,103.0,0,93,7
1813,,314.0,100.0,1,2,6
1813,,325.0,110.0,0,107,7
1813,6.5,308.0,,1,80,6
1813,,312.0,100.0,0,0,7
1813,,318.0,105.0,0,0,7
1813,,318.0,107.0,1,93,7
1813,,312.0,103.0,0,93,6
1813,,317.0,107.0,0,81,7
1813,,321.0,118.0,2,76,7
1813,,315.0,113.0,0,0,6
1813,,307.0,80.0,0,0,6
1813,,324.0,110.0,2,105,6
1813,,325.0,106.0,1,87,6
1813,,308.0,95.0,0,52,6
1813,,311.0,94.0,0,89,6
1813,,329.0,106.0,2,82,7
1813,,320.0,115.0,0,7,6
1813,,327.0,117.0,1,0,7
1813,,312.0,102.0,0,0,6
1813,,312.0,92.0,1,1,6
1813,,312.0,110.0,0,87,7
1813,,302.0,99.0,0,90,6
1813,,316.0,110.0,0,73,7
1813,,315.0,106.0,0,92,6
1813,,315.0,107.0,0,80,7
1813,7.0,317.0,,1,3,7
1813,,318.0,105.0,0,0,7
1813,,303.0,94.0,0,0,7
1813,7.0,307.0,,0,1,7
1813,,321.0,103.0,0,32,7
1813,,313.0,94.0,0,63,7
1813,,306.0,100.0,0,0,7
1813,,310.0,96.0,0,33,6
1813,,316.0,105.0,0,103,7
1813,,313.0,94.0,1,80,7
1813,,331.0,116.0,1,81,7
1813,,316.0,108.0,0,92,7
1813,,317.0,100.0,0,80,7
1813,,313.0,101.0,0,0,7
1813,,315.0,99.0,0,0,7
1813,,316.0,92.0,0,70,7
1813,,311.0,102.0,0,690,6
1813,,318.0,101.0,0,98,7
1813,,315.0,100.0,0,0,7
1813,8.0,322.0,,0,0,7
1813,,323.0,114.0,0,89,7
1813,,325.0,103.0,0,20,7
1813,,304.0,100.0,0,0,6
1813,,313.0,108.0,1,81,7
1813,,318.0,111.0,0,0,7
1813,,325.0,109.0,0,0,7
1813,,314.0,91.0,0,0,7
1813,,314.0,93.0,0,92,6
1813,8.0,315.0,,0,0,7
1813,,323.0,106.0,0,0,7
1813,,329.0,109.0,0,0,7
1813,7.0,314.0,,0,93,6
1813,,330.0,111.0,0,0,7
1813,,314.0,96.0,0,106,7
1813,,331.0,107.0,0,105,6
1813,7.0,314.0,,0,104,6
1813,,315.0,100.0,0,0,7
1813,,320.0,109.0,0,0,6
1813,,311.0,93.0,0,93,7
1813,,314.0,107.0,1,93,7
1813,,320.0,103.0,0,3,7
1813,,317.0,114.0,0,84,7
1813,,319.0,103.0,0,93,6
1813,,317.0,112.0,1,105,7
1813,7.0,285.0,,1,0,6
1813,,305.0,85.0,0,0,6
1813,,312.0,108.0,0,39,6
1813,,319.0,94.0,0,0,6
1813,,321.0,113.0,0,0,7
1813,,319.0,91.0,0,0,6
1813,,309.0,95.0,0,0,6
1813,,328.0,114.0,0,62,7
1813,,302.0,96.0,0,0,6
1813,,311.0,98.0,0,0,6
1813,,312.0,99.0,1,0,6
1813,,307.0,102.0,0,0,6
1813,,311.0,111.0,0,116,6
1813,7.5,314.0,,0,234,7
1813,,311.0,99.0,0,0,6
1813,,311.0,104.0,0,119,7
1813,,313.0,104.0,0,170,6
1813,,317.0,97.0,0,0,6
1813,7.5,313.0,,0,0,7
1813,,318.0,108.0,1,0,7
1813,,310.0,99.0,0,99,6
1813,,328.0,111.0,0,2,7
1813,,329.0,111.0,0,0,6
1813,,318.0,112.0,0,13,7
1813,,310.0,100.0,0,0,6
1813,,314.0,104.0,0,0,7
1813,,313.0,97.0,0,0,7
1813,,319.0,100.0,0,0,7
1813,,294.0,87.0,0,176,6
1813,,318.0,113.0,0,36,6
1813,,316.0,104.0,0,0,7
1813,,320.0,108.0,0,0,6
1813,,310.0,104.0,0,0,6
1813,,309.0,103.0,0,0,6
1813,,308.0,99.0,0,0,6
1813,,322.0,116.0,0,0,7
1813,,327.0,114.0,0,0,7
1813,,321.0,103.0,0,0,7
1813,,311.0,115.0,0,0,6
1813,,308.0,81.0,0,0,6
1813,,306.0,96.0,0,0,6
1813,,318.0,102.0,0,0,6
1813,,303.0,94.0,0,0,6
1813,,315.0,96.0,0,0,6
1813,,316.0,104.0,0,0,6
1813,,319.0,107.0,0,0,6
1813,,322.0,103.0,0,0,7
1813,,310.0,107.0,0,0,6
1813,,317.0,108.0,0,0,6
1813,,312.0,96.0,0,0,6
1813,,318.0,107.0,0,0,7
1813,,314.0,109.0,0,0,6
1813,,326.0,108.0,0,0,6
1813,,320.0,106.0,0,0,6
1813,,320.0,100.0,0,0,6
810,7.5,309.0,,0,7,6
810,,309.0,94.0,0,33,6
810,,325.0,107.0,2,0,7
810,7.5,326.0,,1,0,6
810,8.5,326.0,,0,0,7
810,8.0,327.0,,0,37,6
810,7.0,309.0,,1,16,7
810,8.0,317.0,,0,45,6
810,,320.0,110.0,0,0,7
810,,295.0,97.0,1,90,6
810,7.5,306.0,,0,48,6
810,,301.0,101.0,2,3,6
810,,325.0,115.0,0,0,7
810,8.0,322.0,,0,45,6
810,,327.0,118.0,0,43,7
810,,326.0,107.0,1,75,6
810,,311.0,112.0,0,0,6
810,,314.0,99.0,1,37,6
810,,318.0,105.0,1,27,7
810,,323.0,93.0,0,51,6
810,,300.0,96.0,1,56,6
810,,320.0,114.0,0,4,7
810,,322.0,112.0,0,0,7
810,,322.0,110.0,0,55,7
810,,321.0,116.0,0,0,7
810,6.5,302.0,,0,52,6
810,,325.0,107.0,2,0,7
810,7.0,325.0,,0,53,7
810,,317.0,105.0,0,0,7
810,,309.0,94.0,0,33,6
810,8.0,323.0,,1,92,7
810,,319.0,103.0,1,39,6
810,,306.0,103.0,0,0,7
810,,306.0,112.0,0,0,6
810,8.0,313.0,110.0,0,3,6
810,8.0,317.0,,0,45,6
810,,314.0,99.0,1,37,6
810,,326.0,107.0,1,75,6
810,,295.0,97.0,1,90,6
810,8.0,312.0,,1,0,6
810,7.5,321.0,,0,76,7
810,,314.0,80.0,0,0,6
810,,311.0,105.0,0,90,6
810,,320.0,114.0,0,4,7
810,,313.0,104.0,0,0,6
810,,322.0,112.0,0,0,7
810,,311.0,100.0,0,4,6
810,,318.0,105.0,1,27,7
810,8.0,300.0,,1,23,7
810,,313.0,106.0,0,32,7
810,,305.0,97.0,0,32,7
810,,314.0,97.0,1,20,7
810,,307.0,98.0,0,37,7
810,,318.0,100.0,0,25,7
810,,317.0,101.0,0,36,7
810,7.5,314.0,99.0,2,35,7
810,,289.0,94.0,0,40,7
810,,323.0,107.0,0,25,7
810,,315.0,104.0,0,80,7
810,8.0,325.0,,1,26,7
810,,316.0,112.0,0,38,6
810,8.0,303.0,,1,65,6
810,8.0,315.0,,0,27,6
810,1.0,322.0,107.0,0,24,6
810,,311.0,111.0,1,11,7
810,,308.0,91.0,1,55,6
810,8.0,316.0,,2,1,6
810,,322.0,111.0,1,78,6
810,,301.0,97.0,0,89,6
810,7.0,314.0,,0,41,6
810,,306.0,101.0,1,48,7
810,,322.0,114.0,0,0,7
810,8.0,307.0,,0,252,6
810,7.0,305.0,,0,67,6
810,,303.0,100.0,0,41,7
810,,260.0,100.0,0,68,7
810,7.0,313.0,109.0,0,25,7
810,6.0,318.0,,1,22,6
810,6.5,317.0,100.0,1,36,7
810,8.0,313.0,110.0,0,3,6
810,8.0,312.0,,1,0,6
810,,324.0,111.0,1,12,7
810,7.5,326.0,,1,0,6
810,,331.0,98.0,0,28,6
810,7.0,300.0,,0,46,7
810,,321.0,106.0,0,23,7
810,,315.0,101.0,0,38,7
810,,318.0,103.0,1,22,7
810,,318.0,99.0,3,22,7
810,8.0,311.0,,1,68,7
810,7.5,318.0,,0,37,7
810,,314.0,100.0,1,25,7
810,8.0,312.0,101.0,0,40,7
810,,324.0,108.0,5,34,7
810,6.5,316.0,,0,33,7
810,,322.0,109.0,1,28,7
810,8.0,311.0,,0,0,7
810,6.5,323.0,,0,0,7
810,7.5,311.0,,0,44,7
810,,309.0,91.0,1,0,6
810,,315.0,107.0,0,44,6
810,7.0,301.0,,0,86,7
810,,328.0,112.0,0,82,6
810,7.5,321.0,,0,76,7
810,7.5,309.0,,0,62,6
810,7.5,308.0,,1,43,6
810,,314.0,100.0,0,36,6
810,,313.0,110.0,0,0,6
810,7.5,319.0,,0,0,7
810,,309.0,109.0,0,50,6
810,,323.0,98.0,1,30,7
810,,316.0,106.0,0,44,6
810,,331.0,113.0,0,89,6
810,8.0,308.0,,0,99,6
810,8.0,318.0,,0,49,6
810,7.5,327.0,,1,42,7
810,7.0,315.0,,2,38,6
810,,310.0,96.0,1,113,6
810,,319.0,108.0,0,58,6
810,,323.0,106.0,2,69,6
810,8.0,319.0,,0,9,7
810,,331.0,113.0,0,46,7
810,,320.0,112.0,1,67,7
810,,327.0,103.0,1,69,6
810,,306.0,102.0,0,0,7
810,,315.0,101.0,0,55,6
810,8.0,325.0,,0,44,7
810,,320.0,110.0,0,44,7
810,,314.0,97.0,1,69,6
810,,311.0,106.0,0,0,6
810,7.5,321.0,,0,6,7
810,7.0,307.0,,0,52,6
810,,322.0,104.0,1,47,7
810,8.0,314.0,,0,7,7
810,8.0,319.0,,2,1,7
810,8.0,322.0,104.0,2,58,7
810,,260.0,0.0,1,4,7
810,8.0,321.0,,1,58,7
810,,306.0,108.0,0,37,6
810,,314.0,99.0,1,37,6
810,,326.0,116.0,3,35,7
810,,260.0,105.0,0,39,6
810,7.0,301.0,97.0,2,60,6
810,7.5,305.0,,2,68,6
810,,310.0,102.0,1,45,6
810,7.0,306.0,,1,96,6
810,7.5,326.0,,0,42,7
810,,308.0,101.0,1,37,6
810,,329.0,100.0,0,63,6
810,,320.0,106.0,1,61,6
810,,301.0,101.0,1,46,6
810,,307.0,103.0,0,14,6
810,,324.0,112.0,0,54,7
810,7.5,312.0,,0,0,6
810,8.0,304.0,,0,80,6
810,,324.0,100.0,0,0,6
810,,318.0,94.0,1,41,6
810,,305.0,106.0,0,62,6
810,,295.0,101.0,0,0,6
810,7.5,303.0,,0,10,6
810,7.0,297.0,,0,78,6
810,7.5,310.0,,0,135,6
810,,320.0,104.0,0,58,6
810,,301.0,96.0,0,69,6
810,7.0,322.0,90.0,0,67,6
810,,308.0,107.0,1,81,6
810,,325.0,108.0,1,70,7
810,,308.0,84.0,0,69,6
810,,323.0,113.0,0,0,7
810,28.0,317.0,,0,0,6
810,,324.0,106.0,0,90,6
810,,329.0,114.0,1,1,7
810,,318.0,101.0,1,24,6
810,7.0,320.0,,0,0,7
810,7.0,321.0,,0,71,7
810,,297.0,95.0,1,80,6
810,7.5,300.0,,0,31,7
810,,325.0,94.0,0,21,7
810,7.5,322.0,,0,0,6
810,,311.0,98.0,0,44,7
810,8.5,327.0,,0,0,7
810,7.0,322.0,,1,21,7
810,6.5,319.0,,0,0,6
810,7.0,309.0,,0,0,6
810,,304.0,94.0,0,42,7
810,,308.0,96.0,1,17,7
810,7.0,309.0,,0,0,6
810,6.5,330.0,,0,18,7
810,7.5,320.0,0.0,1,28,7
810,6.5,322.0,,0,20,7
810,7.5,310.0,,1,44,7
810,7.5,321.0,,0,0,6
810,7.0,314.0,,0,0,7
810,8.0,323.0,,0,44,6
810,,330.0,112.0,0,0,6
810,7.0,309.0,,1,0,6
810,,312.0,100.0,0,0,7
810,,301.0,87.0,1,42,7
810,7.5,303.0,,0,0,6
810,,318.0,111.0,0,44,7
810,7.5,322.0,,1,0,7
810,7.0,314.0,,0,2,7
810,,320.0,105.0,0,0,7
810,8.0,310.0,,0,0,7
810,,314.0,113.0,0,63,7
810,,323.0,110.0,1,92,6
810,8.0,310.0,,0,0,7
810,7.0,310.0,,0,0,7
810,,304.0,99.0,3,40,7
810,7.0,321.0,,0,0,6
810,7.0,321.0,,0,0,6
810,7.0,327.0,,0,0,7
810,7.0,323.0,,1,2,7
810,8.0,332.0,,0,0,7
810,,313.0,103.0,2,6,7
810,,301.0,86.0,1,3,7
810,7.0,302.0,,0,12,7
810,7.5,300.0,,0,21,7
810,,319.0,106.0,0,69,7
810,8.0,315.0,,0,5,7
810,,302.0,100.0,0,41,7
810,7.0,294.0,,0,17,6
810,,314.0,103.0,0,53,7
810,,312.0,113.0,0,0,7
810,7.5,321.0,,0,32,7
810,7.5,308.0,,0,0,7
810,,308.0,94.0,0,0,7
810,7.5,326.0,,2,0,7
810,,314.0,108.0,0,31,7
810,,324.0,101.0,0,0,7
810,,317.0,107.0,2,21,6
810,8.0,310.0,,1,15,7
810,7.0,316.0,,0,31,7
810,7.0,317.0,,1,31,7
810,,313.0,100.0,1,14,7
810,7.5,324.0,,0,33,7
810,7.5,323.0,,0,0,7
810,7.0,323.0,,0,6,7
810,6.5,323.0,,0,37,7
810,8.0,316.0,,0,43,6
810,8.5,321.0,,1,5,7
810,8.5,321.0,,1,5,7
810,7.0,325.0,,0,0,7
810,6.5,326.0,,0,13,7
810,7.0,321.0,102.0,1,33,7
810,7.0,319.0,,1,43,7
810,7.5,333.0,,0,0,7
810,,316.0,112.0,0,23,7
810,6.5,323.0,,0,0,7
810,7.5,321.0,,0,0,7
2706,7.5,320.0,,0,131,7
2706,8.0,301.0,,1,70,7
2706,7.0,301.0,99.0,1,44,7
2706,,322.0,107.0,1,3,7
2706,7.0,290.0,,0,50,7
2706,7.0,315.0,,1,7,7
2706,7.0,325.0,,1,43,7
2706,7.5,315.0,,0,0,7
2706,,312.0,104.0,0,0,7
2706,6.5,317.0,,0,0,6
2706,8.0,333.0,,0,0,7
2706,,300.0,105.0,0,0,7
2706,7.5,316.0,108.0,1,82,6
